campaign_id,brand,campaign_name,start_date,end_date,channel,target_model,audience_segment,message_subject,message_body,impressions,clicks,opens,ctr,conversion_rate
CAMP-MAR-10089,Maruti,Fronx Finance Offer Campaign 23,2024-02-29,2024-03-26,Dealer,Fronx,Eco-conscious Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-29 to 2024-03-26.,75419,5905,,0.0783,0.025
CAMP-MAR-10090,Maruti,Grand Vitara Discount Campaign 29,2025-08-14,2025-09-16,In-showroom,Grand Vitara,Tech-savvy Professionals,Save big on Grand Vitara — Exchange bonus available,Save big on Grand Vitara — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-14 to 2025-09-16.,77404,7539,,0.0974,0.069
CAMP-MAR-10091,Maruti,Swift Discount Campaign 42,2024-07-01,2024-07-31,Dealer,Swift,First-time Buyers,Drive home a Swift with low EMI,Drive home a Swift with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-01 to 2024-07-31.,38921,2389,,0.0614,0.036
CAMP-MAR-10092,Maruti,Grand Vitara Awareness Campaign 39,2024-12-13,2025-01-15,TV,Grand Vitara,Fleet Managers,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-13 to 2025-01-15.,33340,110,,0.0033,0.083
CAMP-MAR-10093,Maruti,Baleno Finance Offer Campaign 42,2024-05-17,2024-06-21,SMS,Baleno,First-time Buyers,Baleno: Feature-packed & family-friendly,Baleno: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-17 to 2024-06-21.,28047,653,,0.0233,0.052
CAMP-MAR-10094,Maruti,Alto Exchange Bonus Campaign 20,2024-01-03,2024-02-21,Social Media,Alto,Eco-conscious Buyers,Drive home a Alto with low EMI,Drive home a Alto with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-03 to 2024-02-21.,27457,203,,0.0074,0.053
CAMP-MAR-10095,Maruti,Fronx Discount Campaign 27,2024-04-27,2024-05-04,Social Media,Fronx,Fleet Managers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-27 to 2024-05-04.,68282,990,,0.0145,0.098
CAMP-MAR-10096,Maruti,Alto Service Camp Campaign 2,2025-03-26,2025-05-17,Dealer,Alto,First-time Buyers,Drive home a Alto with low EMI,Drive home a Alto with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-26 to 2025-05-17.,18640,1155,,0.062,0.067
CAMP-MAR-10097,Maruti,Grand Vitara Discount Campaign 42,2025-05-03,2025-06-19,Social Media,Grand Vitara,Fleet Managers,Drive home a Grand Vitara with low EMI,Drive home a Grand Vitara with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-03 to 2025-06-19.,68624,2113,,0.0308,0.104
CAMP-MAR-10098,Maruti,Ertiga Launch Campaign 34,2025-03-09,2025-04-24,Search Ads,Ertiga,Gen Z,Save big on Ertiga — Exchange bonus available,Save big on Ertiga — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-09 to 2025-04-24.,45736,1719,,0.0376,0.02
CAMP-MAR-10099,Maruti,Grand Vitara Finance Offer Campaign 21,2024-04-03,2024-06-01,Display Ads,Grand Vitara,Gen Z,Save big on Grand Vitara — Exchange bonus available,Save big on Grand Vitara — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-03 to 2024-06-01.,23946,158,,0.0066,0.027
CAMP-MAR-10100,Maruti,Fronx Service Camp Campaign 21,2024-03-02,2024-04-17,Search Ads,Fronx,Rural Buyers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-02 to 2024-04-17.,79460,3615,,0.0455,0.021
CAMP-MAR-10101,Maruti,Fronx Discount Campaign 28,2024-01-25,2024-02-15,Dealer,Fronx,Affluent Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-25 to 2024-02-15.,50934,3071,,0.0603,0.083
CAMP-MAR-10102,Maruti,Fronx Service Camp Campaign 14,2025-06-05,2025-06-16,Social Media,Fronx,Tech-savvy Professionals,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-05 to 2025-06-16.,78141,195,,0.0025,0.063
CAMP-MAR-10103,Maruti,Swift Service Camp Campaign 48,2024-09-11,2024-09-27,Email,Swift,Affluent Buyers,Save big on Swift — Exchange bonus available,Save big on Swift — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-11 to 2024-09-27.,30248,2081,4306,0.0688,0.072
CAMP-MAR-10104,Maruti,Fronx Test Drive Campaign 10,2024-04-07,2024-05-10,Social Media,Fronx,Tech-savvy Professionals,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-07 to 2024-05-10.,70679,70,,0.001,0.032
CAMP-MAR-10105,Maruti,Fronx Festive Offer Campaign 29,2025-08-16,2025-08-26,Social Media,Fronx,Gen Z,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-16 to 2025-08-26.,44065,1383,,0.0314,0.018
CAMP-MAR-10106,Maruti,Brezza Service Camp Campaign 42,2024-01-05,2024-02-28,Social Media,Brezza,Affluent Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-05 to 2024-02-28.,37833,836,,0.0221,0.09
CAMP-MAR-10107,Maruti,Baleno Test Drive Campaign 11,2024-09-28,2024-10-29,SMS,Baleno,Rural Buyers,Drive home a Baleno with low EMI,Drive home a Baleno with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-28 to 2024-10-29.,7698,190,,0.0247,0.055
CAMP-MAR-10108,Maruti,WagonR Finance Offer Campaign 22,2024-01-08,2024-03-07,SMS,WagonR,Urban Families,Save big on WagonR — Exchange bonus available,Save big on WagonR — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-08 to 2024-03-07.,39058,417,,0.0107,0.07
CAMP-MAR-10109,Maruti,Fronx Test Drive Campaign 17,2024-10-15,2024-12-11,SMS,Fronx,Eco-conscious Buyers,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-15 to 2024-12-11.,69558,3262,,0.0469,0.052
CAMP-MAR-10110,Maruti,Fronx Test Drive Campaign 8,2025-06-20,2025-06-30,Social Media,Fronx,Urban Families,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-20 to 2025-06-30.,21100,462,,0.0219,0.074
CAMP-MAR-10111,Maruti,Brezza Exchange Bonus Campaign 18,2024-09-23,2024-11-11,Social Media,Brezza,Gen Z,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-23 to 2024-11-11.,60613,60,,0.001,0.006
CAMP-MAR-10112,Maruti,Brezza Festive Offer Campaign 4,2024-04-30,2024-05-18,TV,Brezza,Urban Families,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-30 to 2024-05-18.,54867,1234,,0.0225,0.042
CAMP-MAR-10113,Maruti,WagonR Service Camp Campaign 7,2025-03-22,2025-05-03,Display Ads,WagonR,First-time Buyers,Exclusive offer on WagonR — Limited time!,Exclusive offer on WagonR — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-22 to 2025-05-03.,14087,231,,0.0164,0.032
CAMP-MAR-10114,Maruti,Swift Service Camp Campaign 4,2024-05-24,2024-06-05,Social Media,Swift,Urban Families,Swift: Feature-packed & family-friendly,Swift: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-24 to 2024-06-05.,25168,563,,0.0224,0.04
CAMP-MAR-10115,Maruti,Dzire Discount Campaign 33,2024-07-03,2024-08-16,Social Media,Dzire,Eco-conscious Buyers,Dzire: Feature-packed & family-friendly,Dzire: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-03 to 2024-08-16.,29044,264,,0.0091,0.022
CAMP-MAR-10116,Maruti,Grand Vitara Festive Offer Campaign 12,2024-04-25,2024-05-18,Dealer,Grand Vitara,Tech-savvy Professionals,Drive home a Grand Vitara with low EMI,Drive home a Grand Vitara with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-25 to 2024-05-18.,58554,4555,,0.0778,0.076
CAMP-MAR-10117,Maruti,WagonR Exchange Bonus Campaign 18,2024-01-08,2024-02-25,Display Ads,WagonR,Urban Families,Save big on WagonR — Exchange bonus available,Save big on WagonR — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-08 to 2024-02-25.,23624,583,,0.0247,0.076
CAMP-MAR-10118,Maruti,Brezza Service Camp Campaign 13,2024-11-28,2025-01-11,In-showroom,Brezza,Gen Z,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-28 to 2025-01-11.,38450,3076,,0.08,0.029
CAMP-MAR-10119,Maruti,Brezza Exchange Bonus Campaign 39,2024-12-07,2025-01-29,Social Media,Brezza,Affluent Buyers,Save big on Brezza — Exchange bonus available,Save big on Brezza — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-07 to 2025-01-29.,32701,166,,0.0051,0.059
CAMP-MAR-10120,Maruti,Brezza Finance Offer Campaign 24,2024-03-18,2024-04-17,SMS,Brezza,First-time Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-18 to 2024-04-17.,66922,1954,,0.0292,0.057
CAMP-MAR-10121,Maruti,Baleno Test Drive Campaign 2,2025-01-17,2025-03-05,In-showroom,Baleno,Urban Families,Drive home a Baleno with low EMI,Drive home a Baleno with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-17 to 2025-03-05.,14569,1075,,0.0738,0.059
CAMP-MAR-10122,Maruti,Grand Vitara Test Drive Campaign 25,2024-05-25,2024-07-12,Social Media,Grand Vitara,Fleet Managers,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-25 to 2024-07-12.,58270,594,,0.0102,0.11
CAMP-MAR-10123,Maruti,Dzire Launch Campaign 26,2025-04-14,2025-05-24,TV,Dzire,Eco-conscious Buyers,Test drive the new Dzire today,Test drive the new Dzire today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-14 to 2025-05-24.,23900,23,,0.001,0.047
CAMP-MAR-10124,Maruti,Swift Finance Offer Campaign 34,2024-03-18,2024-05-03,Social Media,Swift,Gen Z,Upgrade to Swift — Special finance rates,Upgrade to Swift — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-18 to 2024-05-03.,27200,244,,0.009,0.016
CAMP-MAR-10125,Maruti,Swift Test Drive Campaign 24,2024-12-02,2024-12-10,Social Media,Swift,First-time Buyers,Save big on Swift — Exchange bonus available,Save big on Swift — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-02 to 2024-12-10.,41660,624,,0.015,0.046
CAMP-MAR-10126,Maruti,Brezza Festive Offer Campaign 28,2024-08-16,2024-09-29,TV,Brezza,Eco-conscious Buyers,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-16 to 2024-09-29.,24960,24,,0.001,0.037
CAMP-MAR-10127,Maruti,Brezza Discount Campaign 24,2024-06-23,2024-08-14,Dealer,Brezza,Gen Z,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-23 to 2024-08-14.,71643,5086,,0.071,0.007
CAMP-MAR-10128,Maruti,Fronx Service Camp Campaign 8,2025-07-17,2025-08-22,Social Media,Fronx,Fleet Managers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-17 to 2025-08-22.,41830,1455,,0.0348,0.097
CAMP-MAR-10129,Maruti,Grand Vitara Awareness Campaign 3,2024-10-16,2024-11-04,Dealer,Grand Vitara,First-time Buyers,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-16 to 2024-11-04.,78788,3789,,0.0481,0.088
CAMP-MAR-10130,Maruti,Grand Vitara Festive Offer Campaign 17,2024-05-20,2024-06-12,Dealer,Grand Vitara,Eco-conscious Buyers,Upgrade to Grand Vitara — Special finance rates,Upgrade to Grand Vitara — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-20 to 2024-06-12.,47677,2035,,0.0427,0.077
CAMP-MAR-10131,Maruti,WagonR Service Camp Campaign 6,2024-09-17,2024-10-27,Social Media,WagonR,Tech-savvy Professionals,Drive home a WagonR with low EMI,Drive home a WagonR with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-17 to 2024-10-27.,8215,154,,0.0187,0.056
CAMP-MAR-10132,Maruti,Dzire Launch Campaign 12,2024-08-18,2024-10-05,Social Media,Dzire,Gen Z,Upgrade to Dzire — Special finance rates,Upgrade to Dzire — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-18 to 2024-10-05.,36701,704,,0.0192,0.032
CAMP-MAR-10133,Maruti,Swift Launch Campaign 42,2024-07-01,2024-08-07,In-showroom,Swift,Gen Z,Exclusive offer on Swift — Limited time!,Exclusive offer on Swift — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-01 to 2024-08-07.,38817,2977,,0.0767,0.014
CAMP-MAR-10134,Maruti,Brezza Service Camp Campaign 17,2025-05-20,2025-06-05,Social Media,Brezza,Gen Z,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-20 to 2025-06-05.,45533,1702,,0.0374,0.006
CAMP-MAR-10135,Maruti,Brezza Awareness Campaign 39,2024-02-10,2024-02-24,Search Ads,Brezza,First-time Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-10 to 2024-02-24.,67103,2086,,0.0311,0.065
CAMP-MAR-10136,Maruti,Brezza Discount Campaign 16,2025-01-05,2025-02-11,TV,Brezza,Fleet Managers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-05 to 2025-02-11.,85273,707,,0.0083,0.093
CAMP-MAR-10137,Maruti,Dzire Service Camp Campaign 2,2024-02-05,2024-03-07,Social Media,Dzire,Urban Families,Test drive the new Dzire today,Test drive the new Dzire today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-05 to 2024-03-07.,26697,790,,0.0296,0.059
CAMP-MAR-10138,Maruti,Fronx Launch Campaign 30,2024-05-07,2024-05-29,Social Media,Fronx,Affluent Buyers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-07 to 2024-05-29.,54937,1241,,0.0226,0.061
CAMP-MAR-10139,Maruti,Fronx Launch Campaign 30,2025-04-10,2025-04-17,TV,Fronx,Tech-savvy Professionals,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-10 to 2025-04-17.,64309,250,,0.0039,0.052
CAMP-MAR-10140,Maruti,Brezza Finance Offer Campaign 24,2024-03-06,2024-03-22,Display Ads,Brezza,Gen Z,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-06 to 2024-03-22.,30875,30,,0.001,0.009
CAMP-MAR-10141,Maruti,Grand Vitara Test Drive Campaign 19,2025-07-12,2025-08-18,Social Media,Grand Vitara,Gen Z,Upgrade to Grand Vitara — Special finance rates,Upgrade to Grand Vitara — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-12 to 2025-08-18.,56671,1955,,0.0345,0.036
CAMP-MAR-10142,Maruti,Ertiga Service Camp Campaign 17,2025-01-09,2025-02-25,Email,Ertiga,First-time Buyers,Drive home a Ertiga with low EMI,Drive home a Ertiga with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-09 to 2025-02-25.,54710,3129,9118,0.0572,0.069
CAMP-MAR-10143,Maruti,Brezza Awareness Campaign 41,2024-10-09,2024-10-27,TV,Brezza,Eco-conscious Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-09 to 2024-10-27.,500,3,,0.006,0.058
CAMP-MAR-10144,Maruti,WagonR Launch Campaign 18,2025-08-16,2025-08-30,TV,WagonR,First-time Buyers,Save big on WagonR — Exchange bonus available,Save big on WagonR — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-16 to 2025-08-30.,30114,644,,0.0214,0.038
CAMP-MAR-10145,Maruti,Brezza Exchange Bonus Campaign 1,2024-12-07,2025-01-07,In-showroom,Brezza,Tech-savvy Professionals,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-07 to 2025-01-07.,50284,3555,,0.0707,0.041
CAMP-MAR-10146,Maruti,Grand Vitara Festive Offer Campaign 15,2025-02-21,2025-02-28,Display Ads,Grand Vitara,Tech-savvy Professionals,Save big on Grand Vitara — Exchange bonus available,Save big on Grand Vitara — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-21 to 2025-02-28.,15156,404,,0.0267,0.061
